image_name,number_detected,number_kept,threshold_low,threshold_high,percent_low,percent_medium,percent_high,h_score
14_15010_0_3_3.jpg,916,738,0.13199481519860368,0.18441340220213837,39.56639566395664,40.243902439024396,20.18970189701897,180.62330623306235
14_15010_0_7_2.jpg,758,655,0.13199481519860368,0.18441340220213837,39.23664122137404,36.94656488549619,23.81679389312977,184.58015267175574
14_15010_0_7_6.jpg,657,486,0.13199481519860368,0.18441340220213837,36.41975308641975,32.30452674897119,31.275720164609055,194.8559670781893
14_15010_0_8_5.jpg,699,593,0.13199481519860368,0.18441340220213837,27.99325463743676,45.02529510961214,26.981450252951095,198.98819561551431
14_15010_0_9_7.jpg,702,631,0.13199481519860368,0.18441340220213837,28.68462757527734,47.22662440570523,24.088748019017434,195.4041204437401
14_15010_1_10_7.jpg,416,402,0.13199481519860368,0.18441340220213837,9.701492537313433,41.7910447761194,48.507462686567166,238.8059701492537
14_15010_1_10_9.jpg,960,905,0.13199481519860368,0.18441340220213837,12.486187845303867,36.24309392265193,51.270718232044196,238.7845303867403
14_15010_2_11_12.jpg,1438,1433,0.13199481519860368,0.18441340220213837,3.2100488485694347,52.198185624563855,44.59176552686671,241.38171667829727
14_15010_8_1_6.jpg,1005,967,0.13199481519860368,0.18441340220213837,36.60806618407445,45.81178903826267,17.580144777662877,180.9720785935884
16_17010_3_10_2.jpg,283,18,0.13199481519860368,0.18441340220213837,100.0,0.0,0.0,100.0
