image_name,label,center_x,center_y,area_pixels,mean_dab_od,median_dab_od,p99_dab_od,class_lmh
02576bc0-375f-4773-bdb1-1a4480eaa2ee.png,1,134.2941176470588,3.2941176470588234,136,0.10213068826148686,0.10188144529029833,0.1432610218879092,1
02576bc0-375f-4773-bdb1-1a4480eaa2ee.png,2,633.9163987138263,6.144694533762058,311,0.12990538561473564,0.12572782385650993,0.21751914910514775,1
02576bc0-375f-4773-bdb1-1a4480eaa2ee.png,4,539.7388059701492,9.264925373134329,268,0.1424062418923401,0.14514146869495453,0.22524433647454664,1
02576bc0-375f-4773-bdb1-1a4480eaa2ee.png,7,685.1603053435115,14.488549618320612,131,0.006891064136341967,0.005068907179352013,0.02693437504334697,1
02576bc0-375f-4773-bdb1-1a4480eaa2ee.png,9,225.2836879432624,11.907801418439716,141,0.10633764688530335,0.10969218277445716,0.1595084918924791,1
02576bc0-375f-4773-bdb1-1a4480eaa2ee.png,10,787.5242165242165,16.584045584045583,351,0.07053435320077797,0.06671605773350858,0.17223749308642886,1
02576bc0-375f-4773-bdb1-1a4480eaa2ee.png,11,171.17363344051446,18.644694533762056,622,0.1029069933620196,0.10258856387510773,0.17285370441534825,1
02576bc0-375f-4773-bdb1-1a4480eaa2ee.png,14,212.57407407407408,20.26851851851852,108,0.11434575326249043,0.11410790939537915,0.18133351444923493,1
02576bc0-375f-4773-bdb1-1a4480eaa2ee.png,15,227.25,18.0,32,0.13780691481987944,0.13647773785619838,0.17292615421062255,1
02576bc0-375f-4773-bdb1-1a4480eaa2ee.png,16,522.1207547169811,12.358490566037736,265,0.11680174773986098,0.1160243408632569,0.18515437019926326,1
02576bc0-375f-4773-bdb1-1a4480eaa2ee.png,17,593.7147766323025,18.814432989690722,291,0.12780373122147862,0.12358785648249998,0.23187537479302395,1
02576bc0-375f-4773-bdb1-1a4480eaa2ee.png,19,229.1496062992126,23.125984251968504,127,0.13200759035144916,0.13799472211554786,0.20661347119337822,1
02576bc0-375f-4773-bdb1-1a4480eaa2ee.png,23,530.6288659793814,27.175257731958762,388,0.13564993568425843,0.1369035867562757,0.21828339191271864,1
02576bc0-375f-4773-bdb1-1a4480eaa2ee.png,26,815.1,22.772222222222222,360,0.0687887565864242,0.06742398233599203,0.14092881201791724,1
02576bc0-375f-4773-bdb1-1a4480eaa2ee.png,28,312.20512820512823,34.5,312,0.07164311883751374,0.07113851318063544,0.12717448908995052,1
02576bc0-375f-4773-bdb1-1a4480eaa2ee.png,30,203.7556179775281,34.38483146067416,356,0.0973872823839862,0.09556997994700236,0.16386603888789866,1
02576bc0-375f-4773-bdb1-1a4480eaa2ee.png,32,268.3475609756098,40.27439024390244,492,0.06946679644369233,0.06738043143941028,0.14086542526912382,1
02576bc0-375f-4773-bdb1-1a4480eaa2ee.png,34,453.17193675889325,43.36363636363637,506,0.09026469581791817,0.08762430274760925,0.16038656535925797,1
02576bc0-375f-4773-bdb1-1a4480eaa2ee.png,35,498.9870801033592,41.88113695090439,387,0.1424833691635167,0.1426311598907668,0.21466753940811342,1
02576bc0-375f-4773-bdb1-1a4480eaa2ee.png,37,754.0745156482861,46.442622950819676,671,0.07982175030509406,0.07978817795045405,0.14023542000095027,1
02576bc0-375f-4773-bdb1-1a4480eaa2ee.png,41,581.1,44.43611111111111,360,0.12316980466231249,0.12437621200475212,0.2033586244872164,1
02576bc0-375f-4773-bdb1-1a4480eaa2ee.png,44,636.2093023255813,49.151162790697676,172,0.06084292956504217,0.056638962023746145,0.11536738865162531,1
02576bc0-375f-4773-bdb1-1a4480eaa2ee.png,48,582.2049861495844,59.46537396121884,361,0.12617329818207074,0.13013462566309314,0.21655327218258352,1
